program,vehicle,path,filename,lines,sha256,included_from_main_exactly,include_order,candidate_subsystems
Luminary099,Lunar Module,Luminary099/RESTARTS_ROUTINE.agc,RESTARTS_ROUTINE.agc,323,42f22e578939222d5b0645e85d4c89b578b5200fb998db7dd95938feeb20eb61,True,72,executive-waitlist-restart
Luminary099,Lunar Module,Luminary099/RESTART_TABLES.agc,RESTART_TABLES.agc,293,1993b5da5ab382eaba5647a0dd07c09e52e25c36f624418ed125159c1eac7d59,True,13,executive-waitlist-restart
Luminary099,Lunar Module,Luminary099/RTB_OP_CODES.agc,RTB_OP_CODES.agc,236,0fab4ae2bc5c894160c9edc3ca5e61857db57a8e38b7ca005e3d55b38cc0446d,True,79,unclassified
Luminary099,Lunar Module,Luminary099/S-BAND_ANTENNA_FOR_LM.agc,S-BAND_ANTENNA_FOR_LM.agc,200,db15cd65a127318e4a5df1cf3d3fb733d5f95c02566b1da28afd632b96307ab2,True,28,communications-sensors-and-telemetry
Luminary099,Lunar Module,Luminary099/SERVICER.agc,SERVICER.agc,1715,4e3798d5dabcc7ecca813d762824f7dfc41ad352a9869a7526565fc3a05f4415,True,48,unclassified
Luminary099,Lunar Module,Luminary099/SERVICE_ROUTINES.agc,SERVICE_ROUTINES.agc,221,85369055c5261d1d778fbeba4463941a45aed96ef199adea707fe330bdb4d0ef,True,76,executive-waitlist-restart
Luminary099,Lunar Module,Luminary099/SINGLE_PRECISION_SUBROUTINES.agc,SINGLE_PRECISION_SUBROUTINES.agc,69,bebe6cbf186bed7fcc35f9aad8a392ccbe3cb31154ad8267d01a4926cc0dd3e4,True,58,interpreter-and-numerics
Luminary099,Lunar Module,Luminary099/SPS_BACK-UP_RCS_CONTROL.agc,SPS_BACK-UP_RCS_CONTROL.agc,196,9f690baf2347c8ac3d35e48cd66aca755341d0f1058cab36889781b170e1231d,True,89,unclassified
Luminary099,Lunar Module,Luminary099/STABLE_ORBIT.agc,STABLE_ORBIT.agc,436,d86512d6a5532e71b6ce9138aa1555dc6c8c367c7fa3726f4fdee3a4554e12d9,True,39,guidance-and-navigation
Luminary099,Lunar Module,Luminary099/SYSTEM_TEST_STANDARD_LEAD_INS.agc,SYSTEM_TEST_STANDARD_LEAD_INS.agc,125,6984a991e8adcb1f48e9de6e2f6018b8f7494b51b8a5f2f96b98026ed3e844e8,True,23,unclassified
Luminary099,Lunar Module,Luminary099/T4RUPT_PROGRAM.agc,T4RUPT_PROGRAM.agc,1354,122257791bb0d692e1e7a3a8aeae826272cbb2f250444497e4077de7cb8fbd49,True,8,interrupts-and-timing
Luminary099,Lunar Module,Luminary099/T6-RUPT_PROGRAMS.agc,T6-RUPT_PROGRAMS.agc,163,76f234ba5ac0e8e3516f935e674761cb4bba455b07543cd10e16c9d1f5caaa87,True,80,interrupts-and-timing
Luminary099,Lunar Module,Luminary099/TAGS_FOR_RELATIVE_SETLOC.agc,TAGS_FOR_RELATIVE_SETLOC.agc,347,cbffb67643bfefe4b19f5d9f7e800ec9a60bf3cf9dce9ce096e2f4effe641f5d,True,2,source-and-memory-layout
Luminary099,Lunar Module,Luminary099/THE_LUNAR_LANDING.agc,THE_LUNAR_LANDING.agc,335,8c5c8b125bad79fdce8838bea3871481942d9b75694dc538bd032d54e63e952f,True,42,guidance-and-navigation
Luminary099,Lunar Module,Luminary099/THROTTLE_CONTROL_ROUTINES.agc,THROTTLE_CONTROL_ROUTINES.agc,224,68a812f18e678248d64ea62a56284e6a8a415925ea41ab8e35293f94a0c22efe,True,43,vehicle-control
Luminary099,Lunar Module,Luminary099/TIME_OF_FREE_FALL.agc,TIME_OF_FREE_FALL.agc,721,e49235d5d0b1de4082524112a7dd7ac1df1d99e5ba9ee86e9e607ad54b15fa67,True,69,interpreter-and-numerics
Luminary099,Lunar Module,Luminary099/TJET_LAW.agc,TJET_LAW.agc,519,10c99519ea474da9b969dd64652ea6a2a6f739be0cc3fdb6a30e3bb619b80e2c,True,85,unclassified
Luminary099,Lunar Module,Luminary099/TRIM_GIMBAL_CONTROL_SYSTEM.agc,TRIM_GIMBAL_CONTROL_SYSTEM.agc,617,13da16e475f7d0610ee90d73b5676d2ff0704fb8b79f7651c97e0a32e16b256a,False,,vehicle-control
Luminary099,Lunar Module,Luminary099/UPDATE_PROGRAM.agc,UPDATE_PROGRAM.agc,556,5f54e9c63cf0af039a8a435aa3ba86ad933e3b921366388ee115460da5c9f7f6,True,78,unclassified
Luminary099,Lunar Module,Luminary099/WAITLIST.agc,WAITLIST.agc,564,ca0092971efa3cafcdd8f7dad06a0980f999993f9dbc2e1c68cc764c41f7f0f0,True,60,executive-waitlist-restart
